species,family,order,has_specimen,trnLF completed?,ITS completed?,rpl16 completed?,trnK-matK completed?
Senecio aquaticus,Asteraceae,Asterales,true,true,true,true,false
Senecio hercynicus,Compositae,,true,true,true,true,false
Silene baccifera,Caryophyllaceae,Caryophyllales,true,true,true,true,true
Sibbaldia procumbens,Rosaceae,Rosales,true,false,false,false,false
Salsola kali,Chenopodiaceae,Caryophyllales,true,false,false,false,false
Scorzonera humilis,Asteraceae,Asterales,true,false,false,false,false
Senecio sarracenicus,Asteraceae,Asterales,true,true,false,true,false
Senecio alpinus,Asteraceae,Asterales,true,true,true,true,false
Scorzonera laciniata,Asteraceae,Asterales,true,false,true,true,false
Senecio jacobaea,Asteraceae,Asterales,true,false,false,false,false
Senecio vulgaris,Asteraceae,Asterales,true,false,false,false,false
Senecio erraticus,Asteraceae,Asterales,true,false,false,false,false
Silene nutans,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Silene gallica,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Silene nemoralis,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Silene otites,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Silene viscosa,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Silene vulgaris,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Sonchus arvensis,Asteraceae,Asterales,true,false,false,false,false
Sonchus arvensis,Asteraceae,Asterales,false,false,false,false,false
Sorbus aria,Rosaceae,Rosales,false,false,false,false,false
Sonchus palustris,Asteraceae,Asterales,false,false,false,false,false
Sorbus acutiloba,Rosaceae,Rosales,false,false,false,false,false
Sorbus acutisecta,Rosaceae,Rosales,false,false,false,false,false
Sorbus adeana,Rosaceae,Rosales,false,false,false,false,false
Sorbus aucuparia,Rosaceae,Rosales,true,false,false,false,false
Sorbus aucuparia,Rosaceae,Rosales,false,false,false,false,false
Sorbus austriaca,Rosaceae,Rosales,false,false,false,false,false
Sorbus cochleariformis,Rosaceae,Rosales,false,false,false,false,false
Dicranella schreberiana,Dicranaceae,Dicranales,true,true,true,true,false
Sorbus heilingensis,Rosaceae,Rosales,false,false,false,false,false
Sorbus herbipolitana,Rosaceae,Rosales,false,false,false,false,false
Sorbus isenacensis,Rosaceae,Rosales,false,false,false,false,false
Sorbus mergenthaleriana,Rosaceae,Rosales,true,false,false,false,false
Sorbus multicrenata,Rosaceae,Rosales,false,false,false,false,false
Sorbus parumlobata,Rosaceae,Rosales,false,false,false,false,false
Sorbaria sorbifolia,Rosaceae,Rosales,true,false,false,false,false
Silene dioica,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Hypericum maculatum,Hypericaceae,Malpighiales,true,true,true,true,false
Senecio subalpinus,Asteraceae,Asterales,true,true,false,false,false
Sonchus arvensis,Compositae,,true,true,true,true,false
Solidago gigantea,Asteraceae,Asterales,true,true,true,true,false
Sorbus aria,Rosaceae,Rosales,true,true,true,true,false
Sonchus asper,Compositae,,true,true,true,true,false
Silene noctiflora,Caryophyllaceae,Caryophyllales,true,false,true,false,false
Sonchus oleraceus,Asteraceae,Asterales,true,true,true,true,false
Silene otites,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Silene tatarica,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Silene vulgaris,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Silene latifolia,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Achillea ptarmica,Asteraceae,Asterales,true,true,true,true,false
Sorbus fischeri,Rosaceae,Rosales,true,true,false,false,false
Sorbus badensis,Rosaceae,Rosales,true,false,false,false,false
Sorbus hohenesteri,Rosaceae,Rosales,true,false,false,false,false
Sorbus domestica,Rosaceae,Rosales,true,false,false,false,false
Sorbus hoppeana,Rosaceae,Rosales,true,true,false,false,false
Sorbus pannonica,Rosaceae,Rosales,true,true,false,false,false
Senecio doronicum,Asteraceae,Asterales,true,true,false,true,false
Sorbus decipiens,Rosaceae,Rosales,true,true,false,false,false
Sorbus doerriana,Rosaceae,Rosales,true,false,false,false,false
Sorbus danubialis,Rosaceae,Rosales,true,true,false,false,false
Sorbus meierottii,Rosaceae,Rosales,true,true,false,false,false
Sorbus gauckleri,Rosaceae,Rosales,true,false,false,false,false
Sorbus harziana,Rosaceae,Rosales,true,false,false,false,false
Sorbus cordigastensis,Rosaceae,Rosales,true,true,false,false,false
Sorbus haesitans,Rosaceae,Rosales,true,true,false,false,false
Centaurea diffusa,Asteraceae,Asterales,true,true,true,true,false
Solidago virgaurea,Asteraceae,Asterales,true,true,true,true,false
Sonchus asper,Asteraceae,Asterales,true,false,false,false,false
Silene vulgaris,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Sparganium angustifolium,Typhaceae,Poales,false,false,false,false,false
Sparganium erectum,Typhaceae,Poales,false,false,false,false,false
Sparganium erectum,Typhaceae,Poales,false,false,false,false,false
Spergula arvensis,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Spergula arvensis,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Spartina anglica,Poaceae,Poales,false,false,false,false,false
Spergula arvensis,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Spergularia media,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Stipa borysthenica,Poaceae,Poales,false,false,false,false,false
Spergularia media,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Stipa borysthenica,Poaceae,Poales,false,false,false,false,false
Spergularia segetalis,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Spiraea douglasii,Rosaceae,Rosales,false,false,false,false,false
Spiraea tomentosa,Rosaceae,Rosales,false,false,false,false,false
Suaeda maritima,Chenopodiaceae,Caryophyllales,true,true,true,true,true
Stellaria crassifolia,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Drepanocladus sordidus,Amblystegiaceae,Hypnales,true,false,false,false,false
Stipa eriocaulis,Poaceae,Poales,false,false,false,false,false
Stipa dasyphylla,Poaceae,Poales,false,false,false,false,false
Stipa eriocaulis,Poaceae,Poales,false,false,false,false,false
Stipa pulcherrima,Poaceae,Poales,false,false,false,false,false
Stipa pulcherrima,Poaceae,Poales,false,false,false,false,false
Stipa pulcherrima,Poaceae,Poales,false,false,false,false,false
Stipa tirsa,Poaceae,Poales,false,false,false,false,false
Symphyotrichum laeve,Asteraceae,Asterales,false,false,false,false,false
Symphyotrichum novae-angliae,Asteraceae,Asterales,false,false,false,false,false
Sparganium erectum,Typhaceae,Poales,false,false,false,false,false
Stellaria media,Caryophyllaceae,Caryophyllales,true,true,true,true,true
Spergula morisonii,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Spergula pentandra,Caryophyllaceae,Caryophyllales,true,false,true,true,false
Solidago canadensis,Asteraceae,Asterales,true,true,true,true,true
Stellaria alsine,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Stellaria graminea,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Spergularia rubra,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Stellaria aquatica,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Stellaria montana,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Stellaria holostea,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Spiraea billardii,Rosaceae,Rosales,true,false,false,false,false
Sparganium natans,Typhaceae,Poales,true,false,false,false,false
Stipa capillata,Poaceae,Poales,true,true,false,true,false
Stellaria neglecta,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Sorbus schwarziana,Rosaceae,Rosales,true,true,true,false,false
Sorbus pseudothuringiaca,Rosaceae,Rosales,true,true,false,false,false
Bidens connata,Asteraceae,Asterales,true,false,false,false,false
Spartina townsendii,Poaceae,Poales,true,false,false,false,false
Spiraea alba,Rosaceae,Rosales,true,false,false,false,false
Sparganium emersum,Typhaceae,Poales,true,false,true,true,false
Stipa pennata,Poaceae,Poales,true,true,true,true,false
Sparganium erectum,Sparganiaceae,,true,true,true,true,false
Sorbus perlonga,Rosaceae,Rosales,true,true,false,false,false
Sorbus puellarum,Rosaceae,Rosales,true,true,false,false,false
Sorbus schuwerkiorum,Rosaceae,Rosales,true,true,false,false,false
Sorbus ratisbonensis,Rosaceae,Rosales,true,true,false,false,false
Sorbus schnizleiniana,Rosaceae,Rosales,true,true,false,false,false
Suaeda maritima,Chenopodiaceae,Caryophyllales,false,false,false,false,false
Symphyotrichum parviflorum,Asteraceae,Asterales,false,false,false,false,false
Symphyotrichum salignum,Asteraceae,Asterales,false,false,false,false,false
Symphyotrichum versicolor,Asteraceae,Asterales,false,false,false,false,false
Tanacetum partheniifolium,Asteraceae,Asterales,false,false,false,false,false
Tephroseris helenitis,Asteraceae,Asterales,false,false,false,false,false
Tephroseris crispa,Asteraceae,Asterales,false,false,false,false,false
Tephroseris integrifolia,Asteraceae,Asterales,false,false,false,false,false
Tephroseris integrifolia,Asteraceae,Asterales,false,false,false,false,false
Tephroseris palustris,Asteraceae,Asterales,false,false,false,false,false
Tephroseris tenuifolia,Asteraceae,Asterales,false,false,false,false,false
Tragopogon minor,Asteraceae,Asterales,true,false,false,false,false
Tragus racemosus,Poaceae,Poales,false,false,false,false,false
Trichophorum alpinum,Cyperaceae,Poales,false,false,false,false,false
Tripolium pannonicum,Asteraceae,Asterales,false,false,false,false,false
Trisetum distichophyllum,Poaceae,Poales,false,false,false,false,false
Trisetum flavescens,Poaceae,Poales,false,false,false,false,false
Trisetum spicatum,Poaceae,Poales,false,false,false,false,false
Cymbalaria muralis,Plantaginaceae,Lamiales,true,true,true,true,false
Coscinodon cribrosus,Grimmiaceae?,Grimmiales,true,true,true,true,false
Typha minima,Typhaceae,Poales,false,false,false,false,false
Typha minima,Typhaceae,Poales,false,false,false,false,false
Typha latifolia,Typhaceae,Poales,false,false,false,false,false
Typha minima,Typhaceae,Poales,false,false,false,false,false
Typha shuttleworthii,Typhaceae,Poales,false,false,false,false,false
Symphyotrichum novi-belgii,Asteraceae,Asterales,false,false,false,false,false
Urtica kioviensis,Urticaceae,Rosales,false,false,false,false,false
Urtica sondenii,Urticaceae,Rosales,false,false,false,false,false
Symphyotrichum novi-belgii,Asteraceae,Asterales,false,false,false,false,false
Ulmus glabra,Ulmaceae,Rosales,true,true,true,true,true
Trichophorum germanicum,Cyperaceae,Poales,true,false,false,false,false
Tanacetum corymbosum,Asteraceae,Asterales,true,false,false,false,false
Tanacetum vulgare,Asteraceae,Asterales,true,true,true,true,false
Tussilago farfara,Asteraceae,Asterales,true,true,true,true,false
Tephroseris integrifolia,Compositae,,true,true,true,true,false
Urtica dioica,Urticaceae,Rosales,true,true,true,true,false
Urtica urens,Urticaceae,Rosales,true,true,true,true,false
Tripleurospermum maritimum,Compositae,,true,true,false,true,false
Tragopogon pratensis,Asteraceae,Asterales,true,true,true,true,false
Ulmus minor,Ulmaceae,Rosales,true,true,true,true,false
Ulmus laevis,Ulmaceae,Rosales,true,true,true,false,false
Tragopogon dubius,Asteraceae,Asterales,true,true,true,true,true
Tanacetum corymbosum,Compositae,,true,false,false,false,false
Tripleurospermum maritimum,Asteraceae,Asterales,true,false,false,false,false
Typha angustifolia,Typhaceae,Poales,true,false,false,false,false
Trisetum flavescens,Gramineae,,true,true,true,true,false
Tragopogon orientalis,Asteraceae,Asterales,true,true,true,true,false
Symphyotrichum novi-belgii,Asteraceae,Asterales,true,true,true,true,false
Tephroseris helenitis,Compositae,,true,true,true,true,false
Trichophorum cespitosum,Cyperaceae,Poales,true,true,true,true,false
Urtica subinermis,Urticaceae,Rosales,true,true,true,true,true
Trisetum flavescens,Poaceae,Poales,true,false,false,false,false
Salicornia europaea,Chenopodiaceae,Caryophyllales,false,false,false,false,false
Carduus crispus,Asteraceae,Asterales,false,false,false,false,false
Schistidium brunnescens,Grimmiaceae,Grimmiales,false,false,false,false,false
Hedwigia ciliata,Hedwigiaceae,Hedwigiales,false,false,false,false,false
Vaccaria hispanica,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Xanthium strumarium,Asteraceae,Asterales,false,false,false,false,false
Vaccaria hispanica,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Xanthium albinum,Asteraceae,Asterales,false,false,false,false,false
Racomitrium pruinosum,Grimmiaceae,Grimmiales,true,true,true,false,false
Andreaea rothii,Andreaeaceae,Andreaeales,true,true,true,true,true
Encalypta rhaptocarpa,Encalyptaceae,Encalyptales,true,true,true,false,false
Fissidens viridulus,Fissidentaceae,Dicranales,true,true,true,true,false
Hypnum cupressiforme,Hypnaceae,Hypnales,true,false,false,false,false
Orthotrichum cupulatum,Orthotrichaceae,Orthotrichales,true,true,true,false,false
Oxyrrhynchium hians,Brachytheciaceae,Hypnales,true,true,true,true,false
Palustriella commutata,Amblystegiaceae,Hypnales,true,true,true,true,false
Weissia controversa,Pottiaceae,Pottiales,true,true,true,false,false
Gymnocarpium dryopteris,Woodsiaceae,Polypodiales,true,true,false,true,false
Lysimachia nemorum,Primulaceae,Ericales,true,true,true,true,false
Vaccinium myrtillus,Ericaceae,Ericales,true,true,true,true,true
Rubus fruticosus agg.,Rosaceae,Rosales,true,true,true,true,false
Populus alba x canadensis,Salicaceae,Malpighiales,true,true,true,true,false
Salix caprea,Salicaceae,Malpighiales,true,true,true,true,true
Prunella vulgaris,Lamiaceae,Lamiales,true,true,true,true,false
Teucrium scorodonia,Lamiaceae,Lamiales,true,true,true,true,true
Asplenium onopteris,Aspleniaceae,Polypodiales,true,true,false,true,false
Xanthium saccharatum,Asteraceae,Asterales,true,true,false,true,false
Artemisia tournefortiana,Asteraceae,Asterales,true,false,false,false,false
Corispermum leptopterum,Chenopodiaceae,Caryophyllales,true,false,false,false,false
Echinops exaltatus,Asteraceae,Asterales,true,true,true,true,false
Senecio viscosus,Asteraceae,Asterales,true,true,true,true,false
Cicerbita alpina,Asteraceae,Asterales,true,true,false,true,false
Petasites hybridus,Compositae,,true,true,true,true,false
Spirobassia hirsuta,Chenopodiaceae,Caryophyllales,true,false,true,false,false
Achillea millefolium,Compositae,,true,false,false,false,false
Matricaria discoidea,Compositae,,true,true,true,true,false
Vulpia myuros,Poaceae,Poales,true,true,true,false,false
Carex otrubae,Cyperaceae,Poales,true,true,true,true,false
Arctium minus,Asteraceae,Asterales,true,true,true,true,false
Ventenata dubia,Poaceae,Poales,true,false,true,false,false
Eupatorium cannabinum,Compositae,,true,true,true,true,false
Xanthium albinum,Compositae,,true,true,true,true,false
Dittrichia graveolens,Asteraceae,Asterales,true,false,false,false,false
Salicornia procumbens,Chenopodiaceae,Caryophyllales,true,false,true,false,false
Willemetia stipitata,Asteraceae,Asterales,true,false,false,true,false
Centaurea solstitialis,Compositae,,true,false,false,false,false
Wahlenbergia hederacea,Campanulaceae,Asterales,true,false,true,true,false
Xanthium albinum,Asteraceae,Asterales,true,false,false,false,false
Asplenium scolopendirum,Aspleniaceae,Polypodiales,true,true,false,true,false
Asplenium trichomanes,Aspleniaceae,Polypodiales,true,true,false,true,false
Asplenium septentrionale,Aspleniaceae,Polypodiales,true,true,false,true,false
Oreopteris limbosperma,Thelypteridaceae,Polypodiales,true,true,false,true,false
Athyrium filix-femina,Woodsiaceae,Polypodiales,true,true,false,true,false
Athyrium filix-femina,Woodsiaceae,Polypodiales,true,true,false,true,false
Dryopteris cambrensis,Dryopteridaceae,Polypodiales,true,true,false,true,false
Dryopteris affinis,Dryopteridaceae,Polypodiales,true,true,false,true,false
Equisetum palustris,Equisetaceae,Equisetales,true,false,false,true,true
Dryopteris affinis,Dryopteridaceae,Polypodiales,true,true,false,true,false
Littorella uniflora,Plantaginaceae,Lamiales,true,true,false,true,false
Hottonia palustris,Primulaceae,Ericales,true,true,true,true,false
Dryopteris caucasica,Dryopteridaceae,Polypodiales,true,true,false,true,false
Plantago major agg.,Plantaginaceae,Lamiales,true,false,false,false,false
Cardamine flexuosa,Brassicaceae,Brassicales,true,true,false,true,false
Hypericum maculatum agg.,Hypericaceae,Malpighiales,true,false,false,false,false
Dactylis glomerata agg.,Poaceae,Poales,true,false,false,false,false
Ranunculus flammula,Ranunculaceae,Ranunculales,true,false,false,false,false
Ajuga reptans,Lamiaceae,Lamiales,true,true,true,true,true
Larix decidua,Pinaceae,Pinales,true,true,false,true,false
Picea abies,Pinaceae,Pinales,true,true,false,false,false
Geranium robertianum agg.,Geraniaceae,Geraniales,true,false,false,false,false
Calluna vulgaris,Ericaceae,Ericales,true,true,true,true,true
Veronica officinalis,Plantaginaceae,Lamiales,true,true,true,true,false
Galium saxatile,Rubiaceae,Gentianales,true,true,true,true,true
Rubus idaeus,Rosaceae,Rosales,true,true,true,true,false
Epilobium angustifolium,Onagraceae,Myrtales,true,false,false,false,false
Viola palustris,Violaceae,Malpighiales,true,false,false,false,false
Barbula convoluta,Pottiaceae,Pottiales,true,true,false,true,false
Barbula convoluta,Pottiaceae,Pottiales,true,false,false,false,false
Cynodontium polycarpon,Rhabdoweisiaceae,Dicranales,true,true,true,true,false
Fissidens viridulus,Fissidentaceae,Dicranales,true,true,true,true,false
Grimmia pulvinata,Grimmiaceae,Grimmiales,true,true,false,true,false
Hedwigia ciliata,Hedwigiaceae,Hedwigiales,true,true,true,true,false
Hypnum cupressiforme,Hypnaceae,Hypnales,true,true,true,true,false
Leucodon sciuroides,Leucodontaceae,Hypnales,true,true,true,false,false
Microbryum davallianum,Pottiaceae,Pottiales,true,true,true,true,false
Oxyrrhynchium hians,Brachytheciaceae,Hypnales,true,true,true,true,false
Pohlia elongata,Mniaceae,Bryales,false,false,false,false,false
Asplenium trichomanes,Aspleniaceae,Polypodiales,true,true,false,true,false
Tortula muralis,Pottiaceae,Pottiales,true,true,true,true,false
Helleborus viridis,Ranunculaceae,Ranunculales,true,true,false,true,false
Pteris vittata,Pteridaceae,Polypodiales,true,true,false,true,false
Diphasiastrum x oellgardii,Lycopodiaceae,Lycopodiales,true,true,false,true,true
Asplenium trichomanes,Aspleniaceae,Polypodiales,true,true,false,false,false
Adiantum capillus-veneris,Pteridaceae,Polypodiales,true,true,false,true,false
Asplenium trichomanes,Aspleniaceae,Polypodiales,true,true,false,true,false
Stellaria nemorum s. str.,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Dryopteris x deweveri,Dryopteridaceae,Polypodiales,true,true,false,true,false
Cytisus scoparius,Leguminosae-papilionoideae,,true,true,true,false,true
Digitalis purpurea,Scrophulariaceae,Lamiales,true,true,true,true,true
Veronica beccabunga,Scrophulariaceae,Lamiales,true,true,true,true,true
Chaerophyllum bulbosum,Apiaceae,Apiales,true,true,true,true,true
Cystopteris sp.,Woodsiaceae,Polypodiales,true,true,false,true,false
Polystichum x illyricum,Dryopteridaceae,Polypodiales,true,true,false,true,false
Myosoton aquaticum,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Asplenium obovatum,Aspleniaceae,Polypodiales,true,true,false,true,false
Thalictrum flavum,Ranunculaceae,Ranunculales,true,false,true,false,true
Atriplex oblongifolia x patula,Chenopodiaceae,Caryophyllales,true,false,false,false,false
Cerastium brachypetalum s.str.,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Chenopodium pumilio,Chenopodiaceae,Caryophyllales,true,false,false,false,false
Silene flos-cuculi,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Prunus spinosa agg.,Rosaceae,Rosales,true,false,false,false,false
Stellaria pallida,Caryophyllaceae,Caryophyllales,true,true,false,false,false
Cerastium fontanum,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Dianthus seguieri,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Chenopodium botrys,Chenopodiaceae,Caryophyllales,true,false,false,false,false
Rumex thyrsiflora,Polygonaceae,Caryophyllales,true,false,false,false,false
Silene otites,Caryophyllaceae,Caryophyllales,false,false,false,false,false
Scleranthus perennes,Caryophyllaceae,Caryophyllales,true,false,false,false,false
Beta maritima,Chenopodiaceae,Caryophyllales,true,false,false,false,false
Sorbus intermedia agg.,Rosaceae,Rosales,true,false,false,false,false
Rumex,Polygonaceae,Caryophyllales,true,false,false,false,false
Polygonum bistorta,Polygonaceae,Caryophyllales,true,false,false,false,false
Equisetum x litorale,Equisetaceae,Equisetales,true,true,false,true,true
Carpinus betulus.,Betulaceae,Fagales,true,false,false,false,false
Potentilla verna,Rosaceae,Rosales,true,false,false,false,false
Symphytum officinale,Boraginaceae,Boraginales,true,true,true,true,false
Orobanche hederae,Orobanchaceae,Lamiales,true,true,true,true,true
Impatiens noli-tangere,Balsaminaceae,Ericales,true,true,true,true,true
Cephaloziella hampeana,Cephaloziellaceae,Jungermanniales,true,false,false,false,false
Cephaloziella stellulifera,Cephaloziellaceae,Jungermanniales,false,false,false,false,false
Marchantia polymorpha,Marchantiaceae,Marchantiales,true,true,true,true,true
Marchantia polymorpha,Marchantiaceae,Marchantiales,true,false,false,false,false
Riccia glauca,Ricciaceae,Marchantiales,true,true,false,true,false
Riccia glauca,Ricciaceae,Marchantiales,true,true,false,false,false
Andreaea rothii,Andreaeaceae,Andreaeales,true,true,false,true,false
Hypnum cupressiforme,Hypnaceae,Hypnales,false,false,false,false,false
Oxystegus tenuirostris,Pottiaceae,Pottiales,true,true,true,true,false
Pohlia nutans,Mniaceae,Bryales,true,false,false,false,false
Schistidium brunnescens,Grimmiaceae,Grimmiales,false,false,false,false,false
Pohlia nutans,Mniaceae,Bryales,false,false,false,false,false
Riccia glauca,Ricciaceae,Marchantiales,false,false,false,false,false
Galinsoga ciliata,Asteraceae,Asterales,true,true,true,true,false
Rhynchostegiella teneriffae,Brachytheciaceae,Hypnales,true,true,true,true,false
Schistidium brunnescens,Grimmiaceae,Grimmiales,true,true,true,false,false
Tortula revolvens,Pottiaceae,Pottiales,false,false,false,false,false
Viola arvenis,Violaceae,Malpighiales,true,false,false,false,false
Ranunculus repens,Ranunculaceae,Ranunculales,true,true,true,true,false
Salix fragilis,Salicaceae,Malpighiales,true,true,true,true,false
Atrichum tenellum,Polytrichaceae,Polytrichales,true,true,true,true,false
Calypogeia suecica,Calypogeiaceae,Jungermanniales,true,false,false,false,false
Frullania fragilifolia,Frullaniaceae,Porellales,true,true,false,true,false
Lemna trisulca,Lemnaceae,,true,true,false,true,true
Scapania cuspiduligera,Scapaniaceae,Jungermanniales,true,true,false,false,false
Carlina biebersteinii,Asteraceae,Asterales,false,false,false,false,false
Silene vulgaris,Caryophyllaceae,Caryophyllales,true,true,true,false,false
Rumex trinangulivalvis,Polygonaceae,Caryophyllales,true,false,false,false,false
SIlene vulgaris,Caryophyllaceae,Caryophyllales,true,true,false,false,false
Portulaca oleracea,Portulacaceae,Caryophyllales,true,true,true,true,true
Carex depauperata,Cyperaceae,Poales,true,true,true,true,false
Carex x involuta,Cyperaceae,Poales,true,true,true,true,false
Carex x beckmanniana,Cyperaceae,Poales,true,true,true,false,false
Moehringia trinvervia,Caryophyllaceae,Caryophyllales,true,true,true,false,false
Amelanchier ovalis,Rosaceae,Rosales,false,false,false,false,false
Carex viridula,Cyperaceae,Poales,true,true,true,true,false
Gypsophila scorzonerifolia,Caryophyllaceae,Caryophyllales,true,true,true,true,false
Rubus caesius,Rosaceae,Rosales,true,false,false,false,false
Panicum hillmanii,Poaceae,Poales,true,true,true,true,false
Bromus diandrus,Poaceae,Poales,true,true,true,true,false
Rumex arifolius,Polygonaceae,Caryophyllales,true,false,false,false,false
Sorbus meyeri,Rosaceae,Rosales,true,false,false,false,false
Sorbus adenana,Rosaceae,Rosales,true,true,false,false,false
Cephaloziella varians,Cephaloziellaceae,Jungermanniales,false,false,false,false,false
Lophozia excisa,Scapaniaceae,Jungermanniales,true,true,false,true,false
Dicranodontium uncinatum,Leucobryaceae,Dicranales,true,true,true,true,false
Marsupella funckii,Gymnomitriacae,Jungermanniales,false,false,false,false,false
Encalypta vulgaris,Encalyptaceae,Encalyptales,false,false,false,false,false
Oxystegus tenuirostris,Pottiaceae,Pottiales,true,true,true,true,false
Pohlia elongata,Mniaceae,Bryales,false,false,false,false,false
Pohlia elongata,Mniaceae,Bryales,false,false,false,false,false
Pterygoneurum papillosum,Pottiaceae,Pottiales,false,false,false,false,false
Syntrichia ruraliformis,Pottiaceae,Pottiales,true,true,true,true,false
Botrychium multifidum,Ophioglossaceae,Ophioglossales,false,false,false,false,false
Asplenium cuneifolium,Aspleniaceae,Polypodiales,true,true,false,true,false
Asplenium x alternifolium,Aspleniaceae,Polypodiales,true,true,false,true,false
Athyrium distentifolium,Woodsiaceae,Polypodiales,true,true,false,true,false
Isoetes lacustris,Isoetaceae,Isoetales,true,true,false,true,true
Matteuccia struthiopteris,Onocleaceae,Polypodiales,true,true,false,true,false
Marsilea quadrifolia,Marsileaceae,Salviniales,true,true,false,true,false
Polystichum setiferum,Dryopteridaceae,Polypodiales,true,true,false,true,false
Philonotis calcarea,Bartramiaceae,Bartramiales,true,true,true,true,false
Bryum archangelicum,Bryaceae,Bryales,true,true,true,true,false
Bryum cyclophyllum,Bryaceae,Bryales,true,true,true,true,false
Bryum klinggraeffii,Bryaceae,Bryales,true,true,true,false,false
Bryum marratii,Bryaceae,Bryales,false,false,false,false,false
Bryum pseudotriquetrum,Bryaceae,Bryales,true,true,true,true,false
Bryum turbinatum,Bryaceae,Bryales,true,false,false,false,false
Cyrtomnium hymenophylloides,Mniaceae,Bryales,true,false,false,false,false
Plagiomnium elatum,Mniaceae,Bryales,true,true,false,true,false
Pohlia camptotrachela,Mniaceae,Bryales,true,false,true,false,false
Tripleurospermum inodorum,Asteraceae,Asterales,true,true,true,false,false
Anthoxanthum odoratrum,Poaceae,Poales,true,true,false,true,false
Pohlia lescuriana,Mniaceae,Bryales,true,false,false,false,false
Pohlia proligera,Mniaceae,Bryales,true,true,false,false,false
Rhizomnium punctatum,Mniaceae,Bryales,true,true,false,true,false
Dicranella cerviculata,Dicranaceae,Dicranales,true,true,true,true,false
Dicranum bonjeanii,Dicranaceae,Dicranales,true,true,true,true,false
Dicranum montanum,Dicranaceae,Dicranales,true,true,true,true,false
Dicranum undulatum,Dicranaceae,Dicranales,true,true,true,true,false
Distichium capillaceum,Ditrichaceae,Dicranales,true,true,true,true,false
Ditrichum plumbicola,Ditrichaceae,Dicranales,false,false,false,false,false
Trichodon cylindricus,Ditrichaceae,Dicranales,true,true,true,true,false
Fissidens exilis,Fissidentaceae,Dicranales,true,true,true,true,false
Fissidens rivularis,Fissidentaceae,Dicranales,true,true,false,true,false
Campylopus fragilis,Leucobryaceae,Dicranales,true,true,true,true,false
Cryptogramma crispa,Pteridaceae,Polypodiales,true,true,false,true,false
Isoetes malinverniana,Isoetaceae,Isoetales,true,true,false,true,false
Dicranoweisia compacta,Rhabdoweisiaceae,Dicranales,false,false,false,false,false
Oreoweisia torquescens,Rhabdoweisiaceae,Dicranales,true,true,true,true,false
Encalypta obovatifolia,Encalyptaceae,Encalyptales,true,true,true,true,false
Funaria hygrometrica,Funariaceae,Funariales,true,true,false,true,false
Grimmia caespiticia,Grimmiaceae,Grimmiales,true,true,false,false,false
Grimmia hartmanii,Grimmiaceae,Grimmiales,true,true,true,true,false
Grimmia teretinervis,Grimmiaceae,Grimmiales,true,true,false,false,false
Racomitrium elongatum,Grimmiaceae,Grimmiales,true,true,true,false,false
Schistidium apocarpum,Grimmiaceae,Grimmiales,true,true,true,false,false
Schistidium helveticum,Grimmiaceae,Grimmiales,true,true,true,true,false
Schistidium robustum,Grimmiaceae,Grimmiales,true,true,true,true,false
Seligeria recurvata,Seligeriaceae,Grimmiales,true,true,false,true,false
Plagiothecium neckeroideum,Plagiotheciaceae,Hypnales,false,false,false,false,false
Myurella julacea,Pterigynandraceae,Hypnales,true,true,true,false,false
Pelekium minutulum,Thuidiaceae,Hypnales,false,false,false,false,false
Anacamptodon splachnoides,Amblystegiaceae,Hypnales,true,true,true,false,false
Hygrohypnum luridum,Amblystegiaceae,Hypnales,true,false,false,false,false
